Date,SWE,PREC_ACCUM,TMax_F,TMin_F,TAge_F,PREC_INCR
1996-10-03,0.0,0.0,64,45,51,0.20
1996-10-04,0.0,0.2,70,44,54,0.00
1996-10-05,0.0,0.2,71,43,56,0.00
1996-10-06,0.0,0.2,71,48,57,0.00
1996-10-07,0.0,0.2,68,45,55,0.00
1996-10-08,0.0,0.2,70,49,57,0.00
1996-10-09,0.0,0.2,74,51,60,0.00
1996-10-10,0.0,0.2,77,51,61,0.00
1996-10-11,0.0,0.2,72,49,59,0.00
1996-10-12,0.0,0.2,70,48,57,0.00
1996-10-13,0.0,0.2,69,44,54,0.00
1996-10-14,0.0,0.2,51,34,40,0.30
1996-10-15,0.0,0.5,58,34,45,0.00
1996-10-16,0.0,0.5,40,15,29,0.50
1996-10-17,0.0,1.0,43,15,27,0.00
1996-10-18,0.0,1.0,61,26,43,0.00
1996-10-19,0.0,1.0,43,18,28,0.60
1996-10-20,0.3,1.6,29,12,18,0.20
1996-10-21,0.3,1.8,36,11,20,0.00
1996-10-22,0.3,1.8,43,16,29,0.10
1996-10-23,0.3,1.9,48,24,32,0.00
1996-10-24,0.3,1.9,36,25,31,0.30
1996-10-25,0.5,2.2,32,19,23,0.90
1996-10-26,1.6,3.1,31,16,22,0.40
1996-10-27,1.6,3.5,32,13,21,0.00
1996-10-28,1.6,3.5,38,18,29,0.30
1996-10-29,1.6,3.8,39,25,30,0.00
1996-10-30,1.6,3.8,48,27,33,0.00
1996-10-31,1.6,3.8,30,25,28,0.10
1996-11-01,1.6,3.9,49,22,32,0.00
1996-11-02,1.6,3.9,59,26,38,0.00
1996-11-03,1.6,3.9,46,29,35,0.00
1996-11-04,1.6,3.9,49,27,34,0.60
1996-11-05,2.1,4.5,32,12,22,0.60
1996-11-06,2.5,5.1,32,11,18,0.00
1996-11-07,2.3,5.1,39,13,24,0.00
1996-11-08,2.1,5.1,51,21,34,0.00
1996-11-09,2.1,5.1,57,33,40,0.00
1996-11-10,2.1,5.1,55,31,40,0.00
1996-11-11,2.0,5.1,59,33,43,0.00
1996-11-12,2.0,5.1,67,36,47,0.00
1996-11-13,2.0,5.1,65,38,46,0.00
1996-11-14,2.0,5.1,42,19,31,0.00
1996-11-15,1.9,5.1,31,17,22,0.50
1996-11-16,2.4,5.6,29,13,18,0.10
1996-11-17,2.5,5.7,35,14,25,0.40
1996-11-18,2.5,6.1,50,32,42,0.10
1996-11-19,2.4,6.2,61,40,48,0.00
1996-11-20,2.3,6.2,50,34,40,0.00
1996-11-21,2.2,6.2,57,33,42,0.00
1996-11-22,2.1,6.2,40,27,33,1.30
1996-11-23,2.6,7.5,35,22,28,0.10
1996-11-24,2.7,7.6,46,19,29,0.00
1996-11-25,2.1,7.6,36,17,28,0.10
1996-11-26,2.1,7.7,30,12,18,0.00
1996-11-27,2.1,7.7,35,11,21,0.10
1996-11-28,2.1,7.8,43,20,27,0.10
1996-11-29,2.1,7.9,27,11,20,0.20
1996-11-30,2.6,8.1,25,8,15,0.00
1996-12-01,2.7,8.1,29,14,20,0.70
1996-12-02,3.4,8.8,21,5,11,0.10
1996-12-03,3.4,8.9,30,5,17,0.30
1996-12-04,3.4,9.2,29,3,15,0.00
1996-12-05,3.8,9.2,35,16,24,1.10
1996-12-06,5.0,10.3,25,15,21,0.20
1996-12-07,5.2,10.5,37,15,25,0.20
1996-12-08,5.2,10.7,49,27,36,0.00
1996-12-09,5.2,10.7,51,32,43,0.00
1996-12-10,5.2,10.7,45,31,33,0.30
1996-12-11,5.5,11.0,35,23,28,0.50
1996-12-12,6.0,11.5,46,31,35,0.10
1996-12-13,6.0,11.6,47,18,31,0.40
1996-12-14,6.4,12.0,25,7,14,0.00
1996-12-15,6.4,12.0,26,6,14,0.10
1996-12-16,6.4,12.1,26,-1,18,0.40
1996-12-17,6.9,12.5,14,-7,1,0.00
1996-12-18,6.9,12.5,14,-1,7,0.00
1996-12-19,6.9,12.5,28,9,17,0.00
1996-12-20,6.9,12.5,34,15,25,0.10
1996-12-21,6.9,12.6,30,24,26,0.00
1996-12-22,6.9,12.6,27,18,23,0.40
1996-12-23,7.2,13.0,22,15,18,0.10
1996-12-24,7.4,13.1,31,15,21,0.00
1996-12-25,7.4,13.1,36,18,26,0.40
1996-12-26,7.7,13.5,35,27,30,0.80
1996-12-27,8.5,14.3,38,26,29,0.40
1996-12-28,8.8,14.7,39,26,30,0.00
1996-12-29,8.8,14.7,45,27,34,0.00
1996-12-30,8.9,14.7,48,30,36,0.00
1996-12-31,8.9,14.7,49,30,37,0.00
1997-01-01,8.9,14.7,46,33,39,0.00
1997-01-02,8.9,14.7,46,30,37,0.60
1997-01-03,9.3,15.3,31,13,26,0.70
1997-01-04,9.9,16.0,30,8,15,0.00
1997-01-05,9.9,16.0,19,3,10,0.00
1997-01-06,9.9,16.0,21,0,7,0.00
1997-01-07,9.9,16.0,24,7,15,0.00
1997-01-08,9.9,16.0,29,16,20,0.10
1997-01-09,9.9,16.1,27,21,23,0.10
1997-01-10,10.0,16.2,27,23,25,0.30
1997-01-11,10.3,16.5,27,-7,17,0.60
1997-01-12,11.7,17.1,-7,-14,-11,0.60
1997-01-13,12.2,17.7,4,-12,-5,0.30
1997-01-14,12.2,18.0,21,3,10,0.10
1997-01-15,12.2,18.1,24,9,13,0.10
1997-01-16,12.2,18.2,33,10,17,0.00
1997-01-17,12.2,18.2,34,11,20,0.00
1997-01-18,12.2,18.2,49,22,31,0.00
1997-01-19,12.2,18.2,56,27,35,0.10
1997-01-20,12.3,18.3,42,23,30,0.00
1997-01-21,12.3,18.3,33,14,22,0.60
1997-01-22,12.9,18.9,34,16,26,0.10
1997-01-23,13.0,19.0,30,12,21,0.50
1997-01-24,13.5,19.5,33,6,18,0.00
1997-01-25,13.8,19.5,36,19,29,0.80
1997-01-26,14.5,20.3,40,28,31,0.50
1997-01-27,15.0,20.8,41,16,27,0.20
1997-01-28,15.3,21.0,33,16,26,0.10
1997-01-29,15.4,21.1,44,18,26,0.10
1997-01-30,15.5,21.2,43,20,29,0.00
1997-01-31,15.5,21.2,54,29,38,0.00
1997-02-01,15.5,21.2,44,26,32,0.00
1997-02-02,15.6,21.2,35,17,26,0.60
1997-02-03,16.1,21.8,33,15,20,0.00
1997-02-04,16.1,21.8,21,13,15,0.00
1997-02-05,16.2,21.8,24,10,15,0.30
1997-02-06,16.3,22.1,28,7,14,0.00
1997-02-07,16.3,22.1,33,5,15,0.00
1997-02-08,16.3,22.1,31,10,17,0.00
1997-02-09,16.3,22.1,37,13,22,0.00
1997-02-10,16.3,22.1,46,16,27,0.00
1997-02-11,16.3,22.1,43,19,28,0.00
1997-02-12,16.3,22.1,30,12,21,0.10
1997-02-13,16.3,22.2,34,8,17,0.10
1997-02-14,16.3,22.3,29,12,24,0.00
1997-02-15,16.3,22.3,45,25,32,0.00
1997-02-16,16.3,22.3,49,24,35,0.00
1997-02-17,16.3,22.3,44,28,34,0.30
1997-02-18,16.6,22.6,41,16,24,0.40
1997-02-19,17.0,23.0,53,15,30,0.10
1997-02-20,17.0,23.1,33,9,20,0.10
1997-02-21,17.2,23.2,36,7,17,0.00
1997-02-22,17.2,23.2,32,6,16,0.00
1997-02-23,17.2,23.2,22,5,12,0.10
1997-02-24,17.2,23.3,20,5,11,0.00
1997-02-25,17.2,23.3,40,3,19,0.00
1997-02-26,17.2,23.3,37,18,24,0.00
1997-02-27,17.2,23.3,29,15,21,0.20
1997-02-28,17.6,23.5,28,6,15,0.40
1997-03-01,17.6,23.9,33,6,19,0.10
1997-03-02,17.6,24.0,42,17,28,0.40
1997-03-03,18.1,24.4,26,7,16,0.10
1997-03-04,18.3,24.5,26,7,15,0.20
1997-03-05,18.7,24.7,43,6,23,0.00
1997-03-06,18.8,24.7,54,20,32,0.00
1997-03-07,18.9,24.7,49,21,32,0.00
1997-03-08,18.8,24.7,47,18,29,0.20
1997-03-09,18.8,24.9,46,17,30,0.00
1997-03-10,19.1,24.9,55,27,40,0.00
1997-03-11,19.1,24.9,64,34,45,0.00
1997-03-12,18.9,24.9,56,29,43,0.00
1997-03-13,18.9,24.9,36,15,24,0.00
1997-03-14,18.8,24.9,41,13,28,0.10
1997-03-15,18.3,25.0,53,28,40,0.00
1997-03-16,18.1,25.0,56,36,43,0.00
1997-03-17,17.7,25.0,48,27,35,0.40
1997-03-18,18.6,25.4,57,29,41,0.00
1997-03-19,18.6,25.4,66,34,48,0.00
1997-03-20,18.2,25.4,67,36,49,0.00
1997-03-21,17.6,25.4,54,29,41,0.00
1997-03-22,17.4,25.4,59,31,43,0.10
1997-03-23,17.0,25.5,55,33,43,0.00
1997-03-24,16.3,25.5,37,20,28,0.00
1997-03-25,16.3,25.5,47,20,34,0.10
1997-03-26,16.3,25.6,60,28,43,0.00
1997-03-27,16.3,25.6,45,22,32,0.00
1997-03-28,16.3,25.6,49,15,30,0.10
1997-03-29,16.2,25.7,45,13,28,0.00
1997-03-30,16.2,25.7,60,25,42,0.00
1997-03-31,15.8,25.7,50,17,32,0.90
1997-04-01,16.3,26.6,36,9,19,0.10
1997-04-02,16.3,26.7,33,13,23,0.00
1997-04-03,16.3,26.7,59,19,34,0.00
1997-04-04,16.3,26.7,39,16,29,0.10
1997-04-05,16.3,26.8,31,10,18,0.20
1997-04-06,16.3,27.0,37,9,24,0.00
1997-04-07,16.3,27.0,48,19,33,0.00
1997-04-08,15.3,27.0,47,23,33,0.00
1997-04-09,14.3,27.0,37,15,27,0.70
1997-04-10,14.6,27.7,35,9,19,0.10
1997-04-11,14.5,27.8,33,5,17,0.00
1997-04-12,14.4,27.8,37,4,19,0.00
1997-04-13,14.4,27.8,44,14,30,0.00
1997-04-14,13.8,27.8,50,27,36,0.00
1997-04-15,13.8,27.8,55,30,41,0.00
1997-04-16,13.8,27.8,61,32,47,0.00
1997-04-17,13.6,27.8,65,39,50,0.00
1997-04-18,13.3,27.8,65,39,51,0.00
1997-04-19,13.1,27.8,60,38,46,0.00
1997-04-20,12.1,27.8,56,34,44,0.10
1997-04-21,11.2,27.9,44,28,35,0.30
1997-04-22,11.2,28.2,49,32,38,0.10
1997-04-23,11.0,28.3,36,23,30,0.80
1997-04-24,11.4,29.1,40,24,31,0.20
1997-04-25,11.6,29.3,53,27,37,0.10
1997-04-26,11.5,29.4,56,28,43,0.00
1997-04-27,10.8,29.4,65,35,44,0.50
1997-04-28,10.0,29.9,53,33,42,0.30
1997-04-29,9.1,30.2,41,29,33,0.50
1997-04-30,9.1,30.7,48,27,36,0.30
1997-05-01,9.2,31.0,36,18,26,0.40
1997-05-02,9.3,31.4,47,17,33,0.00
1997-05-03,9.2,31.4,61,32,46,0.00
1997-05-04,8.6,31.4,62,40,50,0.00
1997-05-05,7.4,31.4,69,38,53,0.00
1997-05-06,6.1,31.4,63,40,51,0.00
1997-05-07,4.7,31.4,56,35,46,0.00
1997-05-08,3.5,31.4,61,36,48,0.00
1997-05-09,2.0,31.4,64,41,52,0.00
1997-05-10,0.2,31.4,65,41,54,0.00
1997-05-11,0.0,31.4,65,41,54,0.00
1997-05-12,0.0,31.4,64,36,52,0.00
1997-05-13,0.0,31.4,67,44,56,0.00
1997-05-14,0.0,31.4,70,47,58,0.00
1997-05-15,0.0,31.4,72,49,60,0.00
1997-05-16,0.0,31.4,75,47,60,0.00
1997-05-17,0.0,31.4,67,44,55,0.00
1997-05-18,0.0,31.4,63,42,53,0.00
1997-05-19,0.0,31.4,65,39,53,0.00
1997-05-20,0.0,31.4,63,40,50,0.00
1997-05-21,0.0,31.4,63,40,49,0.00
1997-05-22,0.0,31.4,67,41,54,0.00
1997-05-23,0.0,31.4,65,40,52,0.10
1997-05-24,0.0,31.5,45,31,37,1.20
1997-05-25,0.0,32.7,43,29,33,0.60
1997-05-26,0.0,33.3,51,29,39,0.00
1997-05-27,0.0,33.3,61,37,49,0.00
1997-05-28,0.0,33.3,63,44,52,0.00
1997-05-29,0.0,33.3,61,44,51,0.00
1997-05-30,0.0,33.3,69,45,58,0.00
1997-05-31,0.0,33.3,80,52,65,0.00
1997-06-01,0.0,33.3,66,48,56,0.00
1997-06-02,0.0,33.3,67,47,54,0.00
1997-06-03,0.0,33.3,74,46,60,0.00
1997-06-04,0.0,33.3,75,49,63,0.00
1997-06-05,0.0,33.3,64,44,53,0.00
1997-06-06,0.0,33.3,68,44,55,0.00
1997-06-07,0.0,33.3,65,47,54,0.00
1997-06-08,0.0,33.3,57,45,49,0.20
1997-06-09,0.0,33.5,62,46,51,0.30
1997-06-10,0.0,33.8,63,41,49,0.40
1997-06-11,0.0,34.2,65,38,53,0.00
1997-06-12,0.0,34.2,59,40,46,0.30
1997-06-13,0.0,34.5,61,39,47,0.30
1997-06-14,0.0,34.8,57,39,46,0.10
1997-06-15,0.0,34.9,62,38,48,0.40
1997-06-16,0.0,35.3,66,44,54,0.00
1997-06-17,0.0,35.3,71,48,60,0.00
1997-06-18,0.0,35.3,75,50,62,0.00
1997-06-19,0.0,35.3,74,53,63,0.00
1997-06-20,0.0,35.3,69,51,59,0.00
1997-06-21,0.0,35.3,77,49,63,0.00
1997-06-22,0.0,35.3,74,44,62,0.00
1997-06-23,0.0,35.3,67,39,54,0.00
1997-06-24,0.0,35.3,61,35,48,0.00
1997-06-25,0.0,35.3,72,35,56,0.00
1997-06-26,0.0,35.3,80,50,64,0.00
1997-06-27,0.0,35.3,76,48,61,0.00
1997-06-28,0.0,35.3,75,48,61,0.00
1997-06-29,0.0,35.3,74,46,60,0.00
1997-06-30,0.0,35.3,74,40,59,0.00
1997-07-01,0.0,35.3,62,35,48,0.00
1997-07-02,0.0,35.3,67,36,51,0.00
1997-07-03,0.0,35.3,67,38,53,0.00
1997-07-04,0.0,35.3,72,39,57,0.00
1997-07-05,0.0,35.3,81,49,65,0.00
1997-07-06,0.0,35.3,76,51,64,0.00
1997-07-07,0.0,35.3,76,49,63,0.00
1997-07-08,0.0,35.3,82,52,66,0.00
1997-07-09,0.0,35.3,82,56,67,0.00
1997-07-10,0.0,35.3,76,47,64,0.00
1997-07-11,0.0,35.3,67,44,52,0.00
1997-07-12,0.0,35.3,56,40,47,0.70
1997-07-13,0.0,36.0,70,40,55,0.00
1997-07-14,0.0,36.0,79,46,64,0.00
1997-07-15,0.0,36.0,85,56,71,0.00
1997-07-16,0.0,36.0,85,59,70,0.00
1997-07-17,0.0,36.0,80,56,67,0.00
1997-07-18,0.0,36.0,77,54,66,0.00
1997-07-19,0.0,36.0,76,54,63,0.00
1997-07-20,0.0,36.0,77,52,64,0.00
1997-07-21,0.0,36.0,82,54,66,0.00
1997-07-22,0.0,36.0,78,57,65,0.00
1997-07-23,0.0,36.0,70,49,58,0.20
1997-07-24,0.0,36.2,76,49,62,0.00
1997-07-25,0.0,36.2,77,52,64,0.00
1997-07-26,0.0,36.2,80,52,64,0.00
1997-07-27,0.0,36.2,80,52,65,0.00
1997-07-28,0.0,36.2,60,50,54,0.30
1997-07-29,0.0,36.5,74,47,59,0.00
1997-07-30,0.0,36.5,69,51,57,0.00
1997-07-31,0.0,36.5,75,47,61,0.00
1997-08-01,0.0,36.5,81,52,65,0.00
1997-08-02,0.0,36.5,82,55,68,0.00
1997-08-03,0.0,36.5,81,53,64,0.10
1997-08-04,0.0,36.6,61,52,55,0.10
1997-08-05,0.0,36.7,69,50,58,0.00
1997-08-06,0.0,36.7,69,50,58,0.00
1997-08-07,0.0,36.7,76,49,61,0.00
1997-08-08,0.0,36.7,79,54,66,0.00
1997-08-09,0.0,36.7,68,50,59,0.00
1997-08-10,0.0,36.7,71,46,56,0.50
1997-08-11,0.0,37.2,72,45,56,0.10
1997-08-12,0.0,37.3,70,43,53,0.20
1997-08-13,0.0,37.5,70,45,58,0.10
1997-08-14,0.0,37.6,73,49,60,0.00
1997-08-15,0.0,37.6,78,51,64,0.00
1997-08-16,0.0,37.6,72,51,62,0.00
1997-08-17,0.0,37.6,76,50,60,0.00
1997-08-18,0.0,37.6,76,50,62,0.00
1997-08-19,0.0,37.6,78,54,65,0.00
1997-08-20,0.0,37.6,81,53,64,0.00
1997-08-21,0.0,37.6,81,53,65,0.00
1997-08-22,0.0,37.6,82,54,67,0.00
1997-08-23,0.0,37.6,84,53,65,0.00
1997-08-24,0.0,37.6,80,56,67,0.00
1997-08-25,0.0,37.6,81,55,67,0.00
1997-08-26,0.0,37.6,82,58,68,0.00
1997-08-27,0.0,37.6,82,55,68,0.00
1997-08-28,0.0,37.6,81,54,66,0.00
1997-08-29,0.0,37.6,79,54,64,0.00
1997-08-30,0.0,37.6,80,51,65,0.00
1997-08-31,0.0,37.6,76,52,58,0.40
1997-09-01,0.0,38.0,77,48,61,0.00
1997-09-02,0.0,38.0,63,52,57,0.20
1997-09-03,0.0,38.2,69,50,56,0.00
1997-09-04,0.0,38.2,70,48,56,0.00
1997-09-05,0.0,38.2,75,47,60,0.00
1997-09-06,0.0,38.2,72,47,58,0.00
1997-09-07,0.0,38.2,72,49,58,0.00
1997-09-08,0.0,38.2,78,52,63,0.00
1997-09-09,0.0,38.2,78,51,63,0.00
1997-09-10,0.0,38.2,78,53,63,0.00
1997-09-11,0.0,38.2,,,,0.10
1997-09-12,0.0,38.3,,,,0.00
1997-09-13,0.0,38.3,,,,0.10
1997-09-14,0.0,38.4,,,,0.00
1997-09-15,0.0,38.4,,,,0.20
1997-09-16,0.0,38.6,,,,0.20
1997-09-17,0.0,38.8,,,,0.10
1997-09-18,0.0,38.9,,,,0.10
1997-09-19,0.0,39.0,,,,0.80
1997-09-20,0.0,39.8,,,,0.10
1997-09-21,0.0,39.9,,,,0.20
1997-09-22,0.0,40.1,,,,0.10
1997-09-23,0.0,40.2,,,,0.00
1997-09-24,0.0,40.2,,,,0.00
1997-09-25,0.0,40.2,67,,35,0.30
1997-09-26,0.0,40.5,54,44,48,0.40
1997-09-27,0.0,40.9,54,34,45,0.00
1997-09-28,0.0,40.9,62,33,46,0.00
1997-09-29,0.0,40.9,66,40,52,0.00
1997-09-30,0.0,40.9,72,46,58,0.00
1997-10-01,0.0,0.0,73,50,59,0.00
1997-10-02,0.0,0.0,69,39,51,0.70
1997-10-03,0.0,0.7,59,39,47,0.00
1997-10-04,0.0,0.7,72,41,56,0.00
1997-10-05,0.0,0.7,69,36,52,0.00
1997-10-06,0.0,0.7,70,33,52,0.00
1997-10-07,0.0,0.7,54,29,38,0.40
1997-10-08,0.0,1.1,44,27,33,0.00
1997-10-09,0.0,1.1,62,31,45,0.00
1997-10-10,0.0,1.1,64,37,52,0.00
1997-10-11,0.0,1.1,47,24,30,1.50
1997-10-12,1.0,2.6,31,18,24,0.20
1997-10-13,0.8,2.8,48,18,30,0.00
1997-10-14,0.5,2.8,61,27,40,0.00
1997-10-15,0.2,2.8,67,34,46,0.00
1997-10-16,0.0,2.8,65,38,49,0.00
1997-10-17,0.0,2.8,64,42,50,0.00
1997-10-18,0.0,2.8,62,41,49,0.00
1997-10-19,0.0,2.8,65,40,48,0.00
1997-10-20,0.0,2.8,59,36,46,0.10
1997-10-21,0.0,2.9,57,33,44,0.00
1997-10-22,0.0,2.9,57,35,43,0.10
1997-10-23,0.0,3.0,38,22,31,0.70
1997-10-24,0.6,3.7,30,17,22,0.50
1997-10-25,0.7,4.2,42,14,24,0.00
1997-10-26,0.5,4.2,43,17,30,0.00
1997-10-27,0.4,4.2,55,28,38,0.00
1997-10-28,0.4,4.2,55,28,39,0.00
1997-10-29,0.4,4.2,53,30,37,0.00
1997-10-30,0.4,4.2,52,33,43,0.00
1997-10-31,0.1,4.2,46,28,36,0.30
1997-11-01,0.0,4.5,40,25,30,0.00
1997-11-02,0.0,4.5,45,25,33,0.00
1997-11-03,0.0,4.5,48,31,38,0.00
1997-11-04,0.0,4.5,53,34,42,0.00
1997-11-05,0.0,4.5,57,35,43,0.00
1997-11-06,0.0,4.5,61,36,46,0.00
1997-11-07,0.0,4.5,56,36,43,0.00
1997-11-08,0.0,4.5,42,27,33,0.00
1997-11-09,0.0,4.5,35,17,25,0.10
1997-11-10,0.0,4.6,41,15,26,0.10
1997-11-11,0.0,4.7,26,17,21,0.20
1997-11-12,0.1,4.9,34,17,26,0.00
1997-11-13,0.1,4.9,39,18,26,0.10
1997-11-14,0.1,5.0,21,3,14,0.00
1997-11-15,0.1,5.0,33,1,14,0.00
1997-11-16,0.0,5.0,41,13,23,0.00
1997-11-17,0.0,5.0,42,19,26,0.10
1997-11-18,0.1,5.1,42,18,27,0.00
1997-11-19,0.1,5.1,42,28,34,0.50
1997-11-20,0.6,5.6,31,24,26,0.10
1997-11-21,0.7,5.7,28,18,24,0.20
1997-11-22,1.0,5.9,39,16,24,0.10
1997-11-23,1.0,6.0,54,22,34,0.00
1997-11-24,1.0,6.0,54,27,37,0.00
1997-11-25,1.0,6.0,44,26,34,0.00
1997-11-26,1.0,6.0,42,26,33,0.00
1997-11-27,1.0,6.0,32,21,28,0.30
1997-11-28,1.2,6.3,44,19,28,0.00
1997-11-29,1.2,6.3,54,24,33,0.00
1997-11-30,1.2,6.3,45,24,30,0.00
1997-12-01,1.2,6.3,30,21,25,0.10
1997-12-02,1.3,6.4,27,10,20,0.00
1997-12-03,1.3,6.4,35,10,19,0.00
1997-12-04,1.3,6.4,47,17,28,0.00
1997-12-05,1.3,6.4,44,22,30,0.00
1997-12-06,1.3,6.4,43,26,31,0.00
1997-12-07,1.3,6.4,33,24,28,0.10
1997-12-08,1.3,6.5,27,16,22,1.20
1997-12-09,2.6,7.7,20,10,15,0.50
1997-12-10,3.1,8.2,26,1,10,0.00
1997-12-11,3.2,8.2,31,0,11,0.10
1997-12-12,3.2,8.3,40,10,19,0.00
1997-12-13,3.2,8.3,53,19,31,0.00
1997-12-14,3.2,8.3,53,29,35,0.00
1997-12-15,3.2,8.3,37,17,24,0.20
1997-12-16,3.3,8.5,43,15,26,0.00
1997-12-17,3.3,8.5,48,22,33,0.00
1997-12-18,3.3,8.5,38,18,26,0.10
1997-12-19,3.4,8.6,28,7,15,0.00
1997-12-20,3.4,8.6,40,5,20,0.00
1997-12-21,3.4,8.6,36,14,20,0.00
1997-12-22,3.4,8.6,24,8,14,0.00
1997-12-23,3.4,8.6,22,8,12,0.10
1997-12-24,3.4,8.7,17,6,10,0.00
1997-12-25,3.4,8.7,23,4,10,0.00
1997-12-26,3.4,8.7,25,2,12,0.00
1997-12-27,3.4,8.7,23,8,15,0.00
1997-12-28,3.4,8.7,25,7,16,0.00
1997-12-29,3.4,8.7,31,20,26,0.10
1997-12-30,3.4,8.8,46,26,31,0.00
1997-12-31,3.4,8.8,53,24,35,0.00
1998-01-01,3.4,8.8,56,28,36,0.00
1998-01-02,3.4,8.8,40,26,34,0.40
1998-01-03,3.8,9.2,45,22,29,0.00
1998-01-04,3.8,9.2,40,21,28,0.00
1998-01-05,3.9,9.2,25,8,17,0.30
1998-01-06,4.0,9.5,35,6,16,0.00
1998-01-07,4.0,9.5,31,15,23,0.00
1998-01-08,4.0,9.5,34,17,23,0.00
1998-01-09,4.0,9.5,38,13,24,0.00
1998-01-10,4.0,9.5,34,23,27,0.40
1998-01-11,4.2,9.9,43,22,30,0.60
1998-01-12,4.7,10.5,36,19,26,0.20
1998-01-13,5.2,10.7,30,16,24,0.60
1998-01-14,5.5,11.3,37,15,22,0.10
1998-01-15,5.9,11.4,32,21,25,1.20
1998-01-16,6.7,12.6,34,17,26,0.30
1998-01-17,7.2,12.9,38,25,32,0.20
1998-01-18,7.6,13.1,48,25,33,0.10
1998-01-19,7.7,13.2,35,18,24,0.70
1998-01-20,8.5,13.9,25,11,17,0.20
1998-01-21,8.5,14.1,31,10,16,0.00
1998-01-22,8.5,14.1,29,9,20,0.10
1998-01-23,8.5,14.2,37,22,27,0.00
1998-01-24,8.5,14.2,46,22,30,0.00
1998-01-25,8.5,14.2,43,22,29,0.00
1998-01-26,8.5,14.2,53,20,31,0.00
1998-01-27,8.5,14.2,46,24,31,0.00
1998-01-28,8.5,14.2,52,24,33,0.00
1998-01-29,8.5,14.2,44,22,31,0.00
1998-01-30,8.5,14.2,31,18,26,0.20
1998-01-31,8.5,14.4,42,17,24,0.00
1998-02-01,8.6,14.4,45,12,25,0.10
1998-02-02,8.6,14.5,38,24,29,0.10
1998-02-03,8.6,14.6,42,27,33,0.00
1998-02-04,8.6,14.6,46,27,33,0.00
1998-02-05,8.6,14.6,32,22,27,0.30
1998-02-06,8.8,14.9,45,18,28,0.20
1998-02-07,9.0,15.1,34,23,28,0.20
1998-02-08,9.1,15.3,37,20,26,0.70
1998-02-09,9.8,16.0,37,14,20,0.10
1998-02-10,9.9,16.1,42,13,22,0.00
1998-02-11,9.9,16.1,26,14,21,0.30
1998-02-12,10.2,16.4,40,14,25,0.10
1998-02-13,10.2,16.5,45,22,28,0.00
1998-02-14,10.2,16.5,36,19,25,0.10
1998-02-15,10.4,16.6,35,22,26,0.40
1998-02-16,10.7,17.0,30,19,23,0.10
1998-02-17,10.7,17.1,42,15,25,0.10
1998-02-18,10.8,17.2,35,15,22,0.10
1998-02-19,11.2,17.3,40,13,24,0.00
1998-02-20,11.2,17.3,44,20,26,0.00
1998-02-21,11.2,17.3,50,20,32,0.00
1998-02-22,11.2,17.3,37,17,25,0.60
1998-02-23,11.7,17.9,32,18,24,0.30
1998-02-24,12.1,18.2,30,19,25,0.70
1998-02-25,12.8,18.9,22,7,15,0.30
1998-02-26,13.2,19.2,24,9,15,0.60
1998-02-27,13.8,19.8,29,5,13,0.30
1998-02-28,13.9,20.1,34,5,16,0.10
1998-03-01,13.9,20.2,35,15,22,0.00
1998-03-02,13.9,20.2,40,16,25,0.00
1998-03-03,13.9,20.2,45,14,28,0.40
1998-03-04,14.3,20.6,33,6,16,0.00
1998-03-05,14.4,20.6,37,6,19,0.20
1998-03-06,14.5,20.8,24,4,15,0.70
1998-03-07,15.3,21.5,32,0,13,0.10
1998-03-08,15.5,21.6,34,3,17,0.10
1998-03-09,15.5,21.7,38,11,21,0.00
1998-03-10,15.5,21.7,44,14,27,0.00
1998-03-11,15.5,21.7,54,21,33,0.00
1998-03-12,15.5,21.7,55,24,37,0.00
1998-03-13,15.5,21.7,60,28,40,0.00
1998-03-14,15.5,21.7,57,27,38,0.00
1998-03-15,15.5,21.7,56,27,39,0.00
1998-03-16,15.5,21.7,56,26,38,0.00
1998-03-17,15.5,21.7,34,13,25,0.30
1998-03-18,15.7,22.0,37,12,22,0.00
1998-03-19,15.9,22.0,46,15,29,0.00
1998-03-20,16.1,22.0,52,21,34,0.00
1998-03-21,16.0,22.0,57,28,41,0.00
1998-03-22,15.3,22.0,61,38,44,0.10
1998-03-23,14.9,22.1,64,36,47,0.00
1998-03-24,14.4,22.1,61,35,45,0.00
1998-03-25,14.1,22.1,54,33,43,0.10
1998-03-26,13.5,22.2,57,31,39,0.00
1998-03-27,13.2,22.2,48,26,32,1.10
1998-03-28,14.3,23.3,45,21,27,0.70
1998-03-29,14.9,24.0,39,15,23,0.10
1998-03-30,14.9,24.1,32,18,24,0.20
1998-03-31,15.1,24.3,50,17,31,0.00
1998-04-01,15.5,24.3,50,25,34,0.00
1998-04-02,15.5,24.3,40,25,29,0.10
1998-04-03,15.5,24.4,51,24,35,0.00
1998-04-04,15.5,24.4,49,25,32,0.30
1998-04-05,15.5,24.7,42,24,29,0.20
1998-04-06,15.8,24.9,47,23,29,0.10
1998-04-07,15.9,25.0,41,24,29,0.10
1998-04-08,16.0,25.1,43,23,29,0.20
1998-04-09,16.3,25.3,49,22,33,0.10
1998-04-10,16.3,25.4,58,28,43,0.00
1998-04-11,16.1,25.4,57,35,44,0.00
1998-04-12,15.4,25.4,40,22,31,0.30
1998-04-13,15.6,25.7,44,22,29,0.20
1998-04-14,15.9,25.9,39,19,26,0.20
